#Table1
objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1237673708259377309,140.990674774448,2.19025175464659,19.6735,19.30145,19.17606,19.0814,18.92685,14126940334215944192,QSO,0.7293403
1237674459878719612,140.942113232917,2.49623997917721,18.69903,18.57769,18.42963,18.28413,18.03005,14126939784460130304,QSO,2.08501
1237674460952723590,141.025935939391,3.37290753859837,19.19051,18.16147,17.57393,17.25595,17.05167,639575781210613760,GALAXY,0.1293458
1237667293727162586,140.953614568875,21.0782894126669,22.01332,19.87173,18.35916,17.77795,17.40265,6497586055424006144,GALAXY,0.2711166
1237671123763265563,141.02515799618,12.488806861309,18.69679,18.37748,18.34991,18.38661,18.23361,2901617301566547968,QSO,0.7713466
1237648720676782163,141.037098723179,-0.594493810906111,18.80867,18.65418,18.39268,18.46725,18.54778,14124430973837006848,QSO,1.112016
1237648720676782230,140.92344999544,-0.427515133566326,19.62014,18.17384,17.21906,16.75542,16.4054,533728266444367872,GALAXY,0.13668
1237648721213653129,140.984945534025,-0.0610037716179464,21.57404,19.39381,17.8967,17.31496,16.93748,533807156403660800,GALAXY,0.2835333
1237650796217762028,141.058361291732,0.151308900473196,19.9323,18.09581,16.98379,16.4426,16.0153,533805232258312192,GALAXY,0.1303589
1237651190824304810,140.991306621878,56.5069746314039,19.34929,17.97266,17.13593,16.68212,16.38721,507822671438833664,GALAXY,0.1254075
1237651250952339617,140.99531065748,56.8159508734633,20.24915,18.43977,17.38955,16.90203,16.50355,507918603828357120,GALAXY,0.1256953
1237651251489341526,140.950315378566,57.3307136654901,19.67709,19.15306,18.63372,18.23802,18.06621,508984305523910656,GALAXY,0.2171878
1237651252026409137,140.998498159781,58.0554799699349,20.63936,18.37043,17.09844,16.5757,16.22601,507926575287658496,GALAXY,0.1736331
1237651272428421276,141.039070121577,59.6053062026619,19.89629,18.41298,17.35207,16.84074,16.46573,546116187549886464,GALAXY,0.1558114
1237651538703351943,141.048979654831,59.8603588432556,19.57915,18.15712,17.12813,16.67245,16.34216,546108216090585088,GALAXY,0.1964762
1237651538703352187,140.960533950682,59.888163704487,22.15513,19.67513,18.17317,17.64772,17.23032,6431385569742575616,GALAXY,0.3170535
1237651753456435235,141.071165386744,1.4618021124207,19.8998,18.61797,17.86077,17.44258,17.17963,532558384881231872,GALAXY,0.1507809
1237653613722206492,140.97102116299,54.5978302436908,20.50541,18.69333,17.53053,17.03685,16.71387,623897565770835968,GALAXY,0.1842497
1237653664181190815,141.003324279475,1.35655999011219,19.74928,19.62316,19.64222,19.54062,19.33955,14126674252402022400,QSO,2.041085
1237654602096312599,140.925676083108,4.12323220270315,21.57414,19.63187,17.97701,17.41318,16.99361,5331362378226620416,GALAXY,0.2688712
1237654604243599549,141.000353854229,2.73569722721532,17.81355,17.6107,17.44889,17.444,16.98261,639568084629219328,QSO,0.3481415
1237654604780535848,141.061263225594,3.15022796640038,17.96764,16.954,16.19931,15.70359,15.4059,639561762437359616,QSO,0.1281525
1237654652033171653,141.011379620483,50.6368351122514,22.15895,19.81064,18.32117,17.71392,17.3077,6451447808742676480,GALAXY,0.2759987
1237654652570108152,140.983245448762,51.0657124393785,21.95939,19.36304,17.88177,17.32952,16.93056,863635360196880384,GALAXY,0.2512032
1237654652570173704,140.91499970577,51.1896426661092,21.66253,19.34644,18.02288,17.42491,17.07262,6451642972056606720,GALAXY,0.214611
1237654653644177536,140.936476471385,52.2460654541417,19.94498,18.37961,17.59392,17.1849,16.86715,863694733824780288,GALAXY,0.1309588
1237657241896681531,140.912696994799,44.9351107640617,19.07969,17.87737,17.01872,16.59645,16.32328,937909295838685184,GALAXY,0.1344987
1237657243507687520,141.044346942328,46.4013186290595,19.54766,19.29525,19.33884,19.08348,19.10309,938013749443323904,QSO,1.63855
1237657401883492501,140.967278402441,46.1959014623008,18.72206,17.60558,17.09216,16.79524,16.57826,938016498222393344,GALAXY,0.1048476
1237657627904901276,140.95031875095,41.712364725837,22.128,19.91199,18.3671,17.81757,17.51629,5223106942172682240,GALAXY,0.3008771
1237657874329239802,141.073641238497,40.7591945721056,19.38547,18.36754,17.69895,17.34268,17.16924,1056262383330158592,GALAXY,0.159525
1237658205034578045,141.07806780107,40.9828655064882,20.30711,18.21601,17.0517,16.55352,16.18228,1057284927936030720,GALAXY,0.1611748
1237658300600221974,141.020907931046,6.43226286802501,20.95225,19.16855,17.865,17.34265,16.9959,1345474073878095872,GALAXY,0.2006859
1237658423008624953,140.918301640463,4.90492681494312,19.56834,18.14281,17.55835,17.20269,16.99715,1115794066009778176,GALAXY,0.1033325
1237658423545561232,141.090506679141,5.36997697526118,19.53788,19.12108,19.08118,19.1113,18.9853,1115797914300475392,QSO,0.758543
1237658492799352943,141.036850114209,7.42616627511518,19.65712,18.00565,17.15919,16.70082,16.38055,1345582925529245696,GALAXY,0.1118641
1237658493873094829,141.00418527207,8.24818488390393,20.1118,17.9323,16.84195,16.35903,15.93728,1465947288709916672,GALAXY,0.1126868
1237660345008914534,141.002726386112,39.1475951050845,21.2659,19.88105,19.72958,19.86518,19.52626,5226656165405153280,QSO,2.860832
1237660412114370807,141.023921865868,7.04030946063681,20.84852,18.70543,17.5246,17.04428,16.69522,1345496064110651392,GALAXY,0.1612709
1237660669811818770,140.978197221717,8.76929124341495,20.79416,18.80871,17.59524,17.07838,16.73291,1466058889140135936,GALAXY,0.1780454
1237660670885625895,141.049266302322,9.53143515124912,18.66911,18.52304,18.3748,18.21853,18.02111,5977578077005568000,QSO,2.0354
1237660763768553722,140.926761749956,34.882983316806,20.3674,18.49939,17.55911,17.13932,16.81312,1434434189838542848,GALAXY,0.1116062
1237660763768553759,141.072718906562,34.821466462608,19.30414,18.21049,17.49322,17.09496,16.86621,1434421820332730368,GALAXY,0.2047977
1237660765379494164,141.002495061835,36.4425439541209,21.5922,19.89921,18.40844,17.86306,17.45035,5152264852333680640,GALAXY,0.2829342
1237660961329971304,140.933749260826,35.0700181956942,20.85038,18.83533,17.51931,17.01422,16.62511,1434432540571101184,GALAXY,0.1934476
1237660962940911807,140.968708139638,36.5365902403724,20.0726,19.50208,19.32724,19.37407,19.29887,5152263203066238976,QSO,2.447293
1237661063875592387,140.984958761816,8.05487861609303,19.53601,19.4678,19.11521,19.05374,19.13108,1345552139203667968,QSO,1.295157
1237661066023207120,140.975840788356,9.90016077707414,20.67792,18.65209,17.58474,17.19429,16.91205,1466044870366881792,GALAXY,0.1900965
1237661069244367168,141.055992607675,10.6922701140908,21.56402,19.75442,18.2669,17.71764,17.33046,5974045895851005952,GALAXY,0.2467433
1237661069781303507,140.997694364676,11.0924171599276,20.5095,18.15652,16.84904,16.33537,15.95557,1959208000954591232,GALAXY,0.1830173
1237661137418060104,141.091411203867,32.8454165095007,22.01577,19.9609,18.18241,17.61717,17.22802,1792441497950382080,GALAXY,0.3439897
1237661138491932888,140.945493110412,33.6932233161207,20.54359,19.59676,19.66719,19.73904,19.66423,6541569824891623424,QSO,2.336982
1237661382770426100,140.950556390646,33.0482216831745,19.52417,18.45139,17.75023,17.42407,17.19683,1793637766618179584,GALAXY,0.1716807
1237661383307428031,140.96230637842,33.4449456220282,19.56121,18.01493,17.12599,16.66306,16.37478,1792602576403851264,GALAXY,0.1406089
1237663530802020435,141.0031117991,63.2376078465823,19.91222,18.26797,17.37955,16.92341,16.59835,2012118998124095488,GALAXY,0.1171592
1237663530802085986,141.096617232532,63.4055884471429,19.58675,18.35659,17.79792,17.45107,17.30376,2012124220804327424,GALAXY,0.1178916
1237663530802086015,141.078188659042,63.4678442102676,20.32464,18.28724,17.23966,16.80838,16.41874,2012122846414792704,GALAXY,0.1209087
1237663546370949232,141.016980311847,61.969654302867,20.74355,18.7607,17.60156,17.14667,16.79769,2012021691345037312,GALAXY,0.1496162
1237663547982020932,141.0475144087,63.6301530237931,19.61321,19.23392,18.8299,18.66633,18.08524,2012123671048513536,QSO,0.3535108
1237664092903964744,140.923649751998,30.6886812255626,18.97311,18.78117,18.42196,18.19365,20.86757,12808324343093549056,QSO,1.506326
1237664092904030223,141.010961751393,30.714085404815,20.12858,18.75496,17.83928,17.42524,17.40051,2185449841314785280,GALAXY,0.131088
1237664092904030472,141.002837370682,30.6980066799404,20.15491,18.28567,17.17678,16.72319,16.34447,2182157353627969536,GALAXY,0.1318624
1237664093977968674,141.051457384042,31.7533487209693,19.66024,17.72153,16.71455,16.30615,15.96082,2185479253250828288,GALAXY,0.1139646
1237664835932520616,141.096773672782,28.5170795791104,20.52408,18.68258,17.41065,16.92152,16.56449,2183188420824688640,GALAXY,0.1847106
1237664836469457136,141.062199176473,29.0239375852306,21.06587,18.89579,17.44072,16.87604,16.46091,2183182373510735872,GALAXY,0.2434469
1237664879949578313,141.05893422954,29.7212782796637,19.92238,18.15961,17.12521,16.7184,16.39808,2183228278121195520,GALAXY,0.1580636
1237665097389047932,140.983510458464,26.1493439451736,20.70303,18.70522,17.54202,17.05036,16.68415,2184327239892494336,GALAXY,0.1501428
1237667113333096653,140.962057967962,25.2395194554843,20.96279,18.88367,17.54128,17.03368,16.7454,2579594253927737344,GALAXY,0.2148667
1237667143404421301,140.937050445639,25.4561901794076,20.50147,18.51681,17.42121,16.87903,16.48871,2579591780026574848,GALAXY,0.1693019
1237667253998321804,140.92862307399,22.4602601514893,20.2754,18.4245,17.15773,16.62049,16.23376,2578463681314580480,GALAXY,0.1867791
1237667254535192781,140.923951598708,22.7486547380714,20.6582,18.68088,17.30276,16.75408,16.41696,6501026152278415360,GALAXY,0.202521
1237667537466622134,141.067504001437,18.2393186623368,19.11617,19.03708,18.7601,18.84636,18.78161,10756865433141532672,QSO,1.041049
1237667538003492997,140.921112827434,18.5219380703218,20.49898,18.83485,18.51142,18.34927,18.32244,10755862953314244608,QSO,3.129429
1237667733953577195,141.004780622984,15.5620901468981,19.57201,18.31743,17.58972,17.04083,16.81745,2747344545699096576,GALAXY,0.1052577
1237667734490513513,140.989871724809,15.9675671714949,19.01163,18.87472,18.50534,18.35978,18.46036,10787473912310814720,QSO,1.246061
1237667735027384435,140.900299151703,16.531120987209,20.08726,19.16953,18.99821,18.88731,18.54272,5975191038419294208,QSO,2.490031
1237667781205688605,140.94967233533,15.3626467284566,19.61809,17.70651,16.70266,16.23439,15.87784,2747346469844445184,GALAXY,0.1011488
1237667781205688616,140.977487140661,15.3693736874478,20.09122,17.98148,16.9586,16.51475,16.16429,2747346194966538240,GALAXY,0.1015534
1237667783353434220,141.028031059533,17.1884348577061,19.30594,17.28444,16.20576,15.77096,15.40256,2666228349231196160,GALAXY,0.1151714
1237667783353434471,141.062618353476,17.0793043332018,19.8166,18.52842,17.61004,17.17972,16.88406,2666217354114918400,GALAXY,0.1897576
1237668288540639519,140.96788051714,14.1036270961995,20.20791,18.15633,17.02192,16.55289,16.16957,2747230471367714816,GALAXY,0.143281
1237668288540639592,141.006803611947,14.1383329844171,20.41996,18.45966,17.37205,16.92677,16.56448,2747232670390970368,GALAXY,0.129546
1237668288540639628,141.050169163132,14.0834922209693,20.95759,18.84742,17.80691,17.38608,17.04654,2747221675274692608,GALAXY,0.1404982
1237668289614446761,140.936234611939,14.9994563409154,20.39212,19.52313,19.2816,19.23642,18.98514,5972910101312591872,QSO,2.544064
1237671123763200179,140.978263382086,12.5177671480843,20.56763,18.617,17.53242,17.05764,16.7261,2901615377421199360,GALAXY,0.1734695
1237671124837007567,140.967876563191,13.2249545194024,20.1761,19.92894,19.98562,19.74523,19.72767,2901613178397943808,QSO,1.793112
1237671260128215386,141.042395456686,11.7469822802285,20.73039,19.06493,17.66017,17.1326,16.73667,5976356520375638016,GALAXY,0.2237514
1237674460415721604,140.942339726543,2.97684824667015,20.91675,18.51421,17.28292,16.77438,16.34359,639578804867590144,GALAXY,0.1454771
1237651539777421321,140.902074598856,61.069984590825,19.31014,17.29691,16.29406,15.84671,15.5,546172812398716928,GALAXY,0.102854
1237657242970685541,141.001577334739,45.9512677304718,19.74015,18.81437,18.70318,18.62233,18.3698,5287386597834381312,QSO,2.616653
1237657873792172126,140.966900658876,40.161848807169,18.72266,18.17509,29.02932,21.86425,16.961,1056258809917368320,GALAXY,0.1478348
1237660413725114570,141.091300676765,8.38192305040802,19.32043,17.96993,17.20876,16.80283,16.48343,1465960757727356928,GALAXY,0.1135645
1237661137954996340,140.928634515918,33.1593018636053,21.05117,18.76156,17.39306,16.88898,16.53562,1793636117350737920,GALAXY,0.209261
1237663546907885837,140.931072632074,62.3514036398095,20.36531,19.70101,19.7632,19.6721,19.41014,8383647081953515520,QSO,2.311117
1237664878338637961,140.934582561881,28.2928255894222,20.05586,19.8544,19.77399,19.6068,19.80651,12774597923406370816,QSO,1.472328
1237671124837073170,141.067942261035,13.2531019719683,19.36394,17.33337,16.35837,15.93551,15.60443,2902676681137350656,GALAXY,0.1113533
1237648721213587752,140.902867951777,-0.129301485021804,19.56266,18.36972,17.56402,17.12727,16.82277,533730740345530368,GALAXY,0.1446698
1237648721213653174,141.018187182047,-0.118854222775081,19.75194,19.09415,19.02113,18.95458,18.70845,14124679463464884224,QSO,2.441179
1237650795144020164,140.961841708795,-0.773331961213617,20.46519,18.64065,17.60354,17.15246,16.78031,533731839857158144,GALAXY,0.1365395
1237650795680825504,140.947824111716,-0.330883848917702,18.93456,18.55043,18.34439,18.14011,18.0084,533726617176926208,QSO,0.4727512
1237651190287302826,140.991704228318,56.028356052863,19.54775,17.4073,16.36121,15.91164,15.56711,507820197537671168,GALAXY,0.1217501
1237651190287302850,140.974772186774,56.0422512592514,20.11348,18.17361,17.11049,16.65465,16.27984,507819647781857280,GALAXY,0.1227612
1237651190287368395,141.050106436365,56.2025332288853,21.83437,19.68448,18.25978,17.6732,17.28893,8382415079141038080,GALAXY,0.2598002
1237651272965423267,141.043280710638,60.1746218445662,19.93387,19.84758,19.86765,19.65934,19.68279,8383529434209343488,QSO,1.918264
1237651272965423315,141.097353504147,60.1416971157307,21.56417,19.83532,18.34587,17.72595,17.41257,6431393816079783936,GALAXY,0.2538359
1237651274039558271,141.023217281922,61.4339671534046,20.90166,18.73098,17.38742,16.89192,16.56637,546175011421972480,GALAXY,0.228158
1237651537629347963,141.087858466501,58.8796020488276,21.77708,19.34237,17.94206,17.43339,17.05353,6431166766928648192,GALAXY,0.2199287
1237651538166284501,140.902652926666,59.3073488200754,19.69774,19.57768,19.49747,19.27743,19.27703,9230382096954185728,QSO,1.6808
1237651538166350027,141.049997336156,59.5155613134918,20.4251,18.64767,17.4155,16.93711,16.60431,546111514625468416,GALAXY,0.1907808
1237651539240353823,141.015275372816,60.378651933033,19.07872,18.72876,18.47384,18.51656,18.48817,546191778974296064,QSO,0.9636673
1237651752919498965,140.91712576335,1.0330244295791,19.347,18.1382,17.3996,17.00941,16.78158,533787365194360832,GALAXY,0.1391721
1237653614796275910,141.0472100665,55.7115480154222,22.72291,19.64035,18.24256,17.65966,17.40121,6446000828440664064,GALAXY,0.2217144
1237654380904906983,141.034802356764,52.5535062957022,20.06677,18.23209,17.14334,16.67832,16.32672,863668620423620608,GALAXY,0.1752757
1237654381441908977,140.996601016005,53.2041550109094,19.87804,18.50147,17.54139,17.08671,16.79505,623772496323176448,GALAXY,0.1851403
1237654601022570636,140.935801635152,3.22512823243623,20.36914,19.34148,19.29004,19.14015,19.03058,5331366226517317632,QSO,2.784485
1237654651496104139,140.950789302167,50.0695641981735,18.82008,16.93399,15.97335,15.55369,15.22008,862448712188717056,GALAXY,0.1011711
1237655108366696648,140.943468214407,51.4036124089488,20.7009,18.84114,17.51924,17.0128,16.70534,862605667473582080,GALAXY,0.2252385
1237655108366696680,141.086194434161,51.3357924064877,20.22633,19.79103,19.61809,19.28301,18.93054,8214828621816420352,QSO,0.4962431
1237657630052974662,141.099723129738,43.9204692047464,17.80845,17.71934,17.71678,17.51804,17.48259,5287339318834386944,QSO,1.775245
1237657630589976688,141.09139100504,44.4015155028907,20.17885,19.93537,19.88642,19.64356,19.69623,979625866692683776,QSO,1.62691
1237657632187482337,140.914972034278,46.9577493320098,19.39507,18.11435,17.53102,17.21473,16.99282,937986261652629504,GALAXY,0.1039555
1237657633798553702,140.935927828757,48.5559527787073,20.86139,18.81863,17.6877,17.26304,16.89807,1013444100818495488,GALAXY,0.1526126
1237657770169860246,141.00973500655,47.8954610978674,20.12561,18.14396,17.04468,16.6029,16.28955,1013335798923159552,GALAXY,0.1622735
1237657776082387154,140.9665698274,44.0619063304654,20.24371,19.95106,19.90478,19.69605,19.785,979639060832217088,QSO,1.603874
1237657776619389109,140.918902386212,44.556313958264,20.98137,18.79492,17.5524,17.07658,16.7434,937910395350312960,GALAXY,0.1805743
1237658205571514478,140.943342234862,41.4031886603795,20.67196,18.61567,17.48481,17.0331,16.68322,1057324785232537600,GALAXY,0.1430433
1237658423545561309,141.03469279683,5.2953252239058,20.45167,18.40706,17.339,16.88567,16.54619,1115797639422568448,GALAXY,0.1271324
1237658424619303136,141.007926449461,6.109903417557,20.73114,18.87156,17.64786,17.12104,16.73588,1115910339364415488,GALAXY,0.1702303
1237658492799287603,140.943447410794,7.37932804854307,24.49024,19.83886,18.93335,18.66531,18.64152,5977514855086970880,QSO,3.512214
1237658493336224047,141.06193378216,7.67995869921387,20.45294,18.74385,17.72029,17.24734,16.91622,1345585674308315136,GALAXY,0.1328933
1237660344471912667,140.940639270568,38.6829141299595,19.49962,18.28214,17.58401,17.17408,16.95534,1366955782423209984,GALAXY,0.1446146
1237660345008849003,140.947803604846,39.1514049146045,20.00768,18.20425,17.27262,16.81323,16.48448,1366954682911582208,GALAXY,0.1125879
1237660413188178053,141.083394628142,7.88323671819837,18.82198,18.45382,18.26331,18.1719,17.97139,5977506058993948672,QSO,2.083919
1237660635452735596,140.929118116966,38.072082395544,20.69388,18.24878,16.89304,16.40101,16.02325,1365884037507344384,GALAXY,0.1918848
1237660636526674073,140.903157373658,38.9529984804796,19.33454,17.97633,17.40265,17.07777,16.87597,1366954133155768320,GALAXY,0.1176053
1237660669811753385,140.93569388883,8.66519103468819,20.54896,18.80953,17.74639,17.28907,16.91555,1465963781384333312,GALAXY,0.1272385
1237660763768619127,141.040116839694,34.9571443317481,20.0779,19.94483,19.88655,19.82465,19.64973,6541687472635795456,QSO,2.068913
1237660764305490062,140.941281171643,35.2686139456746,22.40944,19.37533,17.86223,17.2744,16.89153,1434450132757145600,GALAXY,0.2742108
1237660764305555691,141.006823514486,35.4737954803716,21.26322,19.15686,17.79184,17.25808,16.95551,6541683624345098240,GALAXY,0.2259328
1237660962940911702,141.014115929346,36.5474839787602,22.63929,19.45585,19.28018,19.23682,21.69499,9977807013231745024,QSO,2.281558
1237661063875526789,140.909088801714,8.00286292798208,20.11316,18.2476,17.29652,16.87493,16.54556,1345551314569947136,GALAXY,0.1041513
1237661063875592359,140.936103121738,8.04675936479392,19.70066,18.32077,17.50382,17.04728,16.76227,1345554063349016576,GALAXY,0.103893
