RA,Dec,sigRA,sigDec,epoch,muAcosD,muD,sigMuAcosD,sigMuD,chi2,classMagB,classMagR1,classMagR2,classMagI,meanClass,classB,classR1,classR2,classI,ellipB,ellipR1,ellipR2,ellipI,qualB,qualR1,qualR2,qualI
143.9567977,-38.8713338,1.8907607e-05,1.7761692e-05,1985.0901,16.580114,8.982885,13.215103,12.549191,0.384703,19.223,18.218,18.21,16.91,1.0,1.0,1.0,1.0,1.0,0.080983,0.131025,0.0311,0.199314,0.0,0.0,0.0,0.0
146.2346481,-10.3434312,1.2032114e-05,1.2032114e-05,1985.876,-5.825355,7.122994,5.36909,4.517921,1.850339,17.374,16.461,16.607,16.105,2.0,2.0,2.0,2.0,2.0,0.102618,0.082102,0.038986,0.048424,16.0,0.0,0.0,0.0
147.0405058,-32.3968088,1.4896903e-05,1.4896903e-05,1984.0376,8.709362,-8.746666,12.369865,11.750995,14.38799,18.143,17.011,17.338,16.883,1.0,1.0,1.0,1.0,1.0,0.513863,0.40479,0.454556,0.373494,0.0,16.0,16.0,0.0
147.0796652,-26.8424573,1.8907607e-05,1.7188734e-05,1986.6136,3.66079,4.789906,11.125752,10.000299,1.471333,19.6,18.638,18.753,18.463,1.0,2.0,2.0,2.0,1.0,0.106651,0.180769,0.033305,0.392532,0.0,0.0,0.0,0.0
147.9334628,-21.3931199,2.4637185e-05,2.4064227e-05,1987.2532,2.990553,11.05525,10.385755,10.027741,1.085433,19.545,18.548,18.758,18.237,1.0,1.0,1.0,1.0,1.0,0.101163,0.07452,0.115263,0.352345,0.0,0.0,0.0,0.0
149.0543041,-64.6544094,2.6929016e-05,2.7501974e-05,1982.3181,-28.086805,-10.027898,14.9973,15.121747,5.374396,18.379,-99.99999,18.133,17.962,1.0,1.0,0.0,1.0,1.0,0.023027,-999999900.0,0.180747,0.147242,1024.0,-1.0,1024.0,1024.0
149.5164598,-57.9636833,2.1772396e-05,2.1772396e-05,1985.0731,-117.70203,-84.57385,14.948469,14.736788,0.899038,19.718,-99.99999,18.748,18.223,1.0,1.0,0.0,1.0,2.0,0.425571,-999999900.0,0.532887,0.046374,0.0,-1.0,0.0,0.0
150.168397,-58.0619983,9.1673247e-06,8.5943669e-06,1983.2493,3.52113,-9.20409,5.705658,5.518436,0.39875,18.067,17.1,17.142,16.881,2.0,2.0,2.0,2.0,2.0,0.030205,0.086605,0.102476,0.103959,1024.0,0.0,1024.0,0.0
150.4999155,-44.6322222,1.031324e-05,9.7402825e-06,1984.5638,6.844253,17.535587,8.142234,8.187325,72.8832,14.11,13.017,13.063,12.768,2.0,2.0,2.0,2.0,2.0,0.388544,0.361423,0.2586,0.205477,16.0,16.0,16.0,16.0
150.9091186,-57.4437854,1.031324e-05,1.031324e-05,1987.6394,15.017689,-11.802551,7.565248,7.445426,0.558765,17.818,13.767,14.024,9.719,2.0,2.0,2.0,2.0,2.0,0.110096,0.068717,0.122932,0.069741,0.0,16.0,16.0,16.0
151.5618636,-50.3023999,9.7402825e-06,9.7402825e-06,1983.4275,-6.717292,-0.781326,5.682549,5.777844,2.513631,18.634,17.136,17.107,16.367,2.0,2.0,2.0,2.0,2.0,0.298175,0.179659,0.157221,0.023537,0.0,0.0,0.0,0.0
151.8807736,-33.5517467,2.7501974e-05,2.6356059e-05,1981.4921,26.845352,47.30618,17.471516,16.924072,0.199849,19.99,18.515,19.924,-99.99999,1.0,1.0,1.0,2.0,0.0,0.266432,0.312178,0.402338,-999999900.0,1024.0,0.0,1024.0,-1.0
152.1396778,-4.4718353,2.5783101e-05,2.5210143e-05,1981.1791,8.330039,8.333731,10.236589,9.532423,0.629565,19.532,18.618,19.232,19.245,1.0,2.0,2.0,1.0,1.0,0.077657,0.243979,0.075855,0.425422,0.0,0.0,0.0,0.0
152.3268843,-62.6200569,9.1673247e-06,9.1673247e-06,1983.1025,-11.133697,9.654868,5.694919,5.602772,2.830716,18.002,17.268,17.214,16.631,2.0,2.0,2.0,2.0,2.0,0.241767,0.270139,0.199468,0.239738,1024.0,1024.0,1024.0,0.0
153.7033724,-45.1474413,7.4484513e-06,8.5943669e-06,1982.107,-10.939197,-6.048838,5.904984,6.866834,1.238535,17.448,16.277,16.294,15.745,2.0,2.0,2.0,2.0,2.0,0.092681,0.014254,0.075844,0.110461,0.0,0.0,0.0,0.0
154.314515,-52.4148535,1.6615776e-05,1.7188734e-05,1982.1124,14.165606,-29.065746,12.14329,11.881747,64.48186,18.408,17.365,19.066,16.299,1.0,1.0,1.0,1.0,2.0,0.582253,0.615118,0.6912,0.233066,0.0,16.0,0.0,0.0
154.6197955,-31.3982722,1.2605071e-05,1.0886198e-05,1985.1732,2.736885,-0.571392,6.784658,5.359837,0.391417,18.71,17.933,18.202,17.672,2.0,2.0,2.0,2.0,2.0,0.03768,0.085808,0.118563,0.013799,16.0,0.0,0.0,0.0
154.9571101,-60.7958561,8.5943669e-06,8.5943669e-06,1982.9137,2.188715,-1.526639,5.90241,5.800646,1.211977,17.033,15.714,15.495,14.821,2.0,2.0,2.0,2.0,2.0,0.061132,0.070868,0.094023,0.010265,1024.0,0.0,1024.0,0.0
155.1061587,-65.0893268,1.4896903e-05,1.6615776e-05,1982.5612,62.7482,20.229038,11.703244,12.503098,3.285762,18.285,17.28,17.671,16.801,1.0,2.0,1.0,1.0,1.0,0.120932,0.523277,0.443486,0.492441,1024.0,0.0,1024.0,1024.0
155.9312867,-66.780485,1.1459156e-05,1.1459156e-05,1984.23,5.916276,-4.097339,8.248172,8.511368,0.89229,18.819,17.828,17.889,17.18,2.0,2.0,2.0,2.0,2.0,0.132953,0.059272,0.100436,0.083064,0.0,0.0,0.0,0.0
158.7589623,-20.1928868,1.6042818e-05,1.3750987e-05,1986.6437,0.845685,3.477468,9.695744,7.98181,0.51998,18.102,17.761,18.091,17.575,2.0,2.0,2.0,2.0,2.0,0.083885,0.085546,0.013885,0.065027,0.0,0.0,0.0,0.0
159.2226084,-37.7374744,1.6615776e-05,1.4896903e-05,1984.582,-0.826794,-8.545156,9.619408,8.734202,0.792147,18.781,18.461,19.23,18.53,2.0,2.0,2.0,2.0,2.0,0.134934,0.060723,0.053503,0.320097,0.0,0.0,0.0,0.0
159.303243,-73.090098,1.0886198e-05,1.1459156e-05,1985.2692,1.605291,0.905597,6.833227,7.079683,0.48706,19.024,18.206,18.19,17.755,2.0,2.0,2.0,2.0,2.0,0.156136,0.100885,0.146461,0.097766,0.0,0.0,0.0,0.0
159.3169745,-29.5674337,1.031324e-05,9.7402825e-06,1987.4073,-2.708685,0.987518,7.559821,6.142925,0.686815,16.463,16.758,17.494,16.706,2.0,2.0,2.0,2.0,2.0,0.10095,0.099499,0.084013,0.082188,16.0,0.0,0.0,0.0
159.6693109,-53.1953412,1.4323945e-05,1.4896903e-05,1981.0901,93.485634,-170.37132,15.043162,14.67217,0.514035,19.409,18.752,18.834,18.799,2.0,2.0,2.0,1.0,4.0,0.038075,0.112567,0.5607,0.296653,0.0,0.0,0.0,0.0
160.4359571,-47.6666073,8.5943669e-06,8.5943669e-06,1981.5461,0.35328,-9.342815,6.234272,5.763906,1.007186,18.253,17.559,17.777,17.402,2.0,2.0,2.0,2.0,2.0,0.120308,0.058628,0.148352,0.048097,0.0,16.0,0.0,0.0
160.4424384,-47.6734896,1.2032114e-05,1.1459156e-05,1981.4635,8.69713,-1.021884,8.285047,7.759545,0.167203,19.362,18.474,18.554,18.17,2.0,2.0,2.0,2.0,2.0,0.09279,0.032417,0.145533,0.064799,0.0,0.0,1024.0,0.0
161.064529,-53.906505,2.2345354e-05,2.349127e-05,1982.4615,106.75739,-54.65156,15.161256,14.885769,0.354416,19.042,18.469,18.148,18.497,1.0,1.0,1.0,1.0,4.0,0.432905,0.512924,0.521756,0.456546,0.0,0.0,0.0,1024.0
161.2357856,-64.5928978,9.1673247e-06,9.1673247e-06,1982.2395,-7.290841,-18.707094,5.947397,6.039581,3.643195,17.052,15.79,15.685,15.258,2.0,2.0,2.0,2.0,2.0,0.399533,0.278777,0.380307,0.202737,0.0,16.0,0.0,16.0
161.9240517,-62.2903007,1.2605071e-05,1.2605071e-05,1982.2319,-6.30653,2.721598,7.154696,7.16543,3.9335,19.698,18.549,18.655,18.299,2.0,2.0,2.0,2.0,2.0,0.36962,0.259074,0.309207,0.18197,0.0,0.0,0.0,0.0
161.9286468,-62.2874468,1.2605071e-05,1.3178029e-05,1982.1682,0.424084,39.23363,7.567554,7.574663,0.256229,19.993,18.333,18.977,18.361,2.0,2.0,2.0,2.0,2.0,0.502354,0.136141,0.196539,0.471906,0.0,0.0,0.0,0.0
162.027572,-19.1599298,1.6042818e-05,1.3178029e-05,1989.8976,11.009939,4.614425,8.767744,6.807712,0.068259,18.591,18.334,16.932,17.181,2.0,2.0,2.0,2.0,2.0,0.00739,0.22243,0.066281,0.109846,0.0,0.0,0.0,0.0
162.7893572,-53.7438921,1.2032114e-05,1.2605071e-05,1983.292,2.675591,-5.93561,7.157788,7.172745,0.797447,19.402,17.936,17.937,17.192,2.0,2.0,2.0,2.0,2.0,0.357554,0.168741,0.187334,0.209323,1024.0,0.0,1024.0,0.0
164.6803247,-80.0650054,1.4323945e-05,1.3750987e-05,1986.0753,4.826268,-8.881582,7.38032,6.962678,1.206258,19.082,19.658,17.635,19.122,2.0,2.0,2.0,2.0,1.0,0.041714,0.373592,0.024306,0.385616,0.0,0.0,0.0,0.0
165.477737,-63.4214128,1.2605071e-05,1.2605071e-05,1983.1887,-1.430996,-6.048323,5.674724,5.664824,0.458702,18.38,17.847,17.839,17.334,1.0,2.0,1.0,2.0,1.0,0.348155,0.50254,0.429032,0.523982,0.0,0.0,0.0,0.0
165.5237839,-44.0718626,8.0214091e-06,7.4484513e-06,1984.2306,1.93582,2.436462,4.933379,4.709565,1.001622,17.292,16.419,16.424,15.995,2.0,2.0,2.0,2.0,2.0,0.048003,0.065778,0.122487,0.027981,16.0,16.0,0.0,16.0
165.8112489,-51.3720623,8.5943669e-06,8.0214091e-06,1983.6522,-0.793439,-1.887637,5.347123,6.015451,1.342982,16.754,15.762,15.789,15.328,2.0,2.0,2.0,2.0,2.0,0.089636,0.056612,0.106622,0.097876,16.0,16.0,1040.0,0.0
165.9674698,-53.9501369,9.7402825e-06,9.7402825e-06,1983.3602,8.691198,-8.797194,6.143359,5.825686,3.790703,18.302,16.465,16.168,15.719,2.0,2.0,2.0,2.0,2.0,0.293578,0.09589,0.213568,0.095979,1024.0,1024.0,1024.0,1024.0
166.1892091,-24.5263551,1.546986e-05,1.0886198e-05,1987.1929,-16.34627,4.377085,9.66907,11.889689,0.46738,14.657,13.953,13.772,13.365,2.0,2.0,2.0,2.0,2.0,0.093553,0.029206,0.140965,0.074829,16.0,16.0,16.0,16.0
166.7861796,-44.8187521,8.5943669e-06,8.0214091e-06,1984.7837,4.392269,-9.71241,5.01689,4.236762,1.738896,17.839,17.243,17.708,17.03,2.0,2.0,2.0,2.0,2.0,0.049819,0.088334,0.060732,0.078561,0.0,16.0,0.0,0.0
166.8027191,-68.3473819,1.2032114e-05,1.2032114e-05,1983.0474,2.018329,-10.072402,6.521093,6.615865,0.72051,18.465,17.693,17.729,17.761,2.0,2.0,2.0,2.0,1.0,0.075329,0.097227,0.116992,0.264728,1024.0,0.0,1024.0,0.0
168.0350677,-57.0620064,1.2032114e-05,1.0886198e-05,1983.7103,-3.828852,-18.354002,9.808175,7.73257,17.410475,15.907,15.278,14.703,15.969,1.0,2.0,2.0,2.0,1.0,0.3454,0.257493,0.388163,0.49636,1024.0,0.0,1024.0,0.0
168.1279545,-62.9798824,1.6042818e-05,1.6042818e-05,1980.829,34.87717,-22.187475,10.369725,10.349382,28.50912,19.862,18.841,18.259,16.982,1.0,1.0,1.0,1.0,2.0,0.502554,0.470564,0.447525,0.342846,0.0,0.0,0.0,0.0
168.6884911,-52.6289477,8.0214091e-06,8.0214091e-06,1984.9116,-1.148358,-7.453791,4.901942,4.709397,2.312611,17.963,16.751,16.848,16.159,2.0,2.0,2.0,2.0,2.0,0.145909,0.213966,0.197243,0.043391,0.0,16.0,16.0,0.0
168.7429863,-36.8778578,2.0053523e-05,1.8907607e-05,1985.849,-27.277775,-5.587387,14.240475,13.299297,1.23517,19.208,17.917,17.993,17.726,1.0,1.0,1.0,1.0,1.0,0.340684,0.160828,0.229104,0.260789,0.0,0.0,0.0,0.0
169.6122727,-46.5708203,8.0214091e-06,7.4484513e-06,1984.7358,11.866174,-4.586902,4.767148,4.373374,1.077014,17.543,17.076,16.98,16.348,2.0,2.0,2.0,2.0,2.0,0.061274,0.078382,0.155796,0.008547,0.0,16.0,0.0,16.0
169.7667793,-47.6964383,8.0214091e-06,7.4484513e-06,1985.4275,7.406168,-13.930636,5.167811,4.758104,1.137983,19.273,17.077,17.254,16.038,2.0,2.0,2.0,2.0,2.0,0.058111,0.070068,0.143834,0.093437,0.0,16.0,0.0,16.0
170.0674195,-27.3183779,1.7188734e-05,1.4896903e-05,1985.712,-7.242632,3.669872,10.18406,7.824917,2.131574,19.328,18.715,18.716,18.129,2.0,2.0,2.0,2.0,2.0,0.101166,0.14307,0.011757,0.385762,0.0,0.0,0.0,0.0
171.3507842,-37.395009,9.7402825e-06,1.0886198e-05,1987.4366,7.163022,-5.526532,9.215431,14.118223,0.50158,15.071,13.963,14.121,13.627,2.0,2.0,2.0,2.0,2.0,0.012881,0.106951,0.050887,0.065827,16.0,16.0,0.0,16.0
171.7682326,-18.9548425,2.2345354e-05,2.1199438e-05,1983.098,5.82563,12.843917,15.27002,14.699906,0.621199,19.168,19.005,19.36,-99.99999,2.0,2.0,2.0,1.0,0.0,0.062607,0.146232,0.314293,-999999900.0,0.0,0.0,0.0,-1.0
171.7980918,-65.0905896,1.4323945e-05,1.4323945e-05,1983.5756,1.494684,8.714664,8.045431,7.879272,0.243831,19.803,19.146,18.96,18.429,2.0,2.0,2.0,2.0,2.0,0.03397,0.181058,0.141874,0.136811,1024.0,0.0,1024.0,0.0
171.8070379,-65.1030778,1.1459156e-05,1.2605071e-05,1985.7922,-12.580299,0.751077,6.368189,6.708589,2.05162,18.503,16.429,16.644,16.435,1.0,1.0,2.0,2.0,1.0,0.339247,0.280779,0.137717,0.112794,1024.0,1024.0,1024.0,0.0
172.9302346,-58.3147781,9.7402825e-06,9.1673247e-06,1982.8815,-2.270944,-10.252592,5.438352,5.306297,2.410203,19.057,18.062,17.763,17.314,2.0,2.0,2.0,2.0,2.0,0.204389,0.126387,0.102919,0.070732,1024.0,0.0,0.0,0.0
173.8967095,-53.7460086,7.4484513e-06,8.0214091e-06,1983.5592,-7.913304,3.872318,4.844393,4.775512,1.30948,17.513,16.499,16.478,15.865,2.0,2.0,2.0,2.0,2.0,0.078532,0.15175,0.136989,0.37386,0.0,16.0,0.0,16.0
173.9926307,-4.4744239,2.0053523e-05,1.8907607e-05,1987.1786,0.975391,2.629074,6.042724,5.807799,0.57545,18.506,17.81,16.932,17.568,1.0,1.0,1.0,1.0,1.0,0.029393,0.090802,0.134239,0.125562,0.0,0.0,0.0,0.0
174.0045265,-68.4526245,1.031324e-05,1.031324e-05,1981.2449,-7.041322,3.22343,7.368571,8.709215,2.297764,16.213,15.123,15.087,14.521,2.0,2.0,2.0,2.0,2.0,0.10255,0.082558,0.084688,0.086911,0.0,0.0,16.0,16.0
174.0441161,-74.2581595,8.0214091e-06,7.4484513e-06,1982.2058,0.500238,-2.318542,5.96963,6.403057,0.50463,17.454,16.254,16.141,15.538,2.0,2.0,2.0,2.0,2.0,0.051436,0.080366,0.076762,0.064747,1024.0,0.0,1040.0,0.0
175.4522688,-55.0854126,1.4323945e-05,1.3178029e-05,1981.7362,22.946106,-14.445735,11.267975,9.459031,10.956273,12.84,11.585,11.682,11.339,2.0,2.0,2.0,2.0,2.0,0.187505,0.21939,0.200614,0.293888,0.0,16.0,16.0,16.0
176.4733655,-69.9003199,9.1673247e-06,9.1673247e-06,1983.1819,9.493728,-3.572137,5.352988,5.521025,5.465301,16.9,16.454,16.463,15.999,2.0,2.0,2.0,2.0,2.0,0.218879,0.322519,0.136631,0.16968,0.0,0.0,0.0,0.0
176.5337289,-24.792447,1.2032114e-05,1.2032114e-05,1986.7681,8.64117,-22.753641,7.324038,8.562897,0.52826,17.974,17.461,17.485,16.822,2.0,2.0,2.0,2.0,2.0,0.037263,0.085838,0.072283,0.22049,0.0,0.0,1024.0,1024.0
176.7557271,-38.2030307,1.1459156e-05,9.1673247e-06,1985.8932,3.411869,-6.158331,6.58745,4.80707,0.313132,17.554,-99.99999,16.489,16.048,2.0,2.0,0.0,2.0,2.0,0.062678,-999999900.0,0.099522,0.051083,16.0,-1.0,16.0,16.0
176.8889627,-67.8948232,1.3178029e-05,1.3178029e-05,1985.8265,-3.892467,6.901301,6.182975,5.987132,1.270626,19.664,18.535,17.54,17.127,1.0,2.0,1.0,2.0,2.0,0.179515,0.179177,0.105727,0.093923,0.0,0.0,1024.0,0.0
177.0626308,-67.759439,1.2032114e-05,1.2032114e-05,1983.4745,5.117693,12.760864,6.821383,6.673644,0.789913,19.078,18.468,18.444,17.756,2.0,2.0,2.0,2.0,2.0,0.229461,0.20057,0.09014,0.093439,1024.0,0.0,1024.0,0.0
177.8021394,-67.4659895,9.7402825e-06,9.7402825e-06,1984.1942,15.856172,7.803909,5.68841,5.455754,2.853815,18.375,17.404,17.449,16.944,2.0,2.0,2.0,2.0,2.0,0.152758,0.129047,0.139484,0.26581,0.0,0.0,1024.0,0.0
178.2265407,-83.7411106,1.6615776e-05,1.7188734e-05,1987.5703,-4.619626,10.786273,9.72124,9.718178,0.568178,19.887,18.279,18.273,17.717,2.0,2.0,2.0,2.0,2.0,0.132762,0.049007,0.11068,0.276372,0.0,0.0,0.0,0.0
178.5907436,-35.0913112,1.8334649e-05,1.7188734e-05,1986.724,5.058258,-0.782081,9.448105,8.717061,2.978197,18.957,17.45,17.832,17.365,1.0,1.0,1.0,1.0,1.0,0.323274,0.193424,0.164493,0.128333,0.0,0.0,0.0,0.0
181.3883098,-26.5678753,1.8334649e-05,1.6042818e-05,1985.9437,0.844287,-2.143278,11.145411,9.294967,1.047308,19.81,18.669,18.935,18.156,2.0,2.0,2.0,2.0,2.0,0.079568,0.04415,0.060414,0.245142,1024.0,0.0,0.0,0.0
182.2601349,-24.1057221,1.7188734e-05,1.4896903e-05,1986.0956,1.257898,-0.532191,9.761648,8.082423,0.140316,19.309,18.661,18.263,18.338,2.0,2.0,2.0,2.0,2.0,0.090012,0.091531,0.034091,0.333862,0.0,0.0,0.0,0.0
182.3140176,-20.5505987,1.2032114e-05,1.0886198e-05,1988.2415,-15.486661,-5.876528,7.826167,5.949589,0.73071,17.572,16.364,16.492,15.771,2.0,2.0,2.0,2.0,2.0,0.177171,0.065399,0.078458,0.04333,0.0,0.0,0.0,0.0
182.9018987,-28.5148948,3.2085637e-05,3.0366763e-05,1983.5454,98.92487,-63.947426,14.579925,13.418134,20.693525,19.923,20.205,19.96,19.074,1.0,1.0,1.0,1.0,1.0,0.72531,0.398695,0.432864,0.610918,24576.0,1024.0,9216.0,1024.0
183.5141528,-19.3618682,1.6615776e-05,1.546986e-05,1987.3717,13.470922,-5.369204,9.577392,9.037984,1.197249,17.373,16.468,16.751,16.117,1.0,1.0,1.0,1.0,1.0,0.079605,0.072549,0.188012,0.073722,0.0,0.0,0.0,0.0
185.5478951,-41.3806592,9.1673247e-06,9.7402825e-06,1989.1027,6.108562,-8.399184,5.39276,6.623864,0.148321,17.502,16.325,16.371,15.884,2.0,2.0,2.0,2.0,2.0,0.128685,0.136284,0.150779,0.082793,0.0,16.0,0.0,0.0
186.4219898,-49.6109424,1.4896903e-05,1.4323945e-05,1984.1188,9.126114,13.953233,10.318029,9.646556,0.550358,19.661,18.427,18.532,17.95,2.0,2.0,2.0,2.0,2.0,0.059181,0.078735,0.084145,0.192359,1024.0,0.0,1024.0,0.0
189.1122541,-52.48388,1.1459156e-05,1.0886198e-05,1984.114,15.776441,-14.703238,7.814435,7.143541,0.58714,18.704,17.868,17.82,17.383,2.0,2.0,2.0,2.0,2.0,0.141961,0.030373,0.086509,0.251686,1024.0,0.0,1024.0,1024.0
189.6121323,-41.036268,2.0626481e-05,1.7188734e-05,1986.0499,14.701758,-3.784536,13.830491,12.333684,3.0741,18.974,18.386,18.669,18.132,1.0,2.0,1.0,1.0,1.0,0.224301,0.122302,0.461695,0.085021,0.0,0.0,0.0,0.0
190.2297092,-57.3512779,8.0214091e-06,7.4484513e-06,1982.5895,-2.3425,-4.831647,5.162185,4.903294,0.28817,17.888,16.88,16.856,16.271,2.0,2.0,2.0,2.0,2.0,0.056793,0.059723,0.126754,0.094096,0.0,0.0,1024.0,0.0
190.3090294,-27.5073199,1.7761692e-05,1.2605071e-05,1989.7957,3.584993,1.208436,9.010409,5.649805,0.481825,17.926,-99.99999,17.265,16.992,2.0,2.0,0.0,2.0,2.0,0.104121,-999999900.0,0.037853,0.055037,1024.0,-1.0,1024.0,0.0
190.5062358,-50.0330123,1.031324e-05,9.7402825e-06,1984.6493,3.312254,12.20839,7.379987,6.720186,0.249308,18.962,17.457,17.486,16.658,2.0,2.0,2.0,2.0,2.0,0.305092,0.055952,0.183653,0.144219,0.0,0.0,0.0,0.0
191.1947282,-59.8872057,1.546986e-05,1.546986e-05,1982.613,-12.048903,-9.812436,8.329389,8.181945,3.421303,19.956,19.042,18.955,18.5,1.0,2.0,1.0,2.0,2.0,0.495083,0.507692,0.33674,0.465938,1024.0,0.0,1024.0,0.0
193.6949923,-66.6872132,2.2345354e-05,2.2345354e-05,1987.8405,-32.049847,-29.628792,12.034791,12.119547,0.925868,19.904,18.9,18.541,18.467,1.0,1.0,1.0,2.0,1.0,0.489783,0.207927,0.213134,0.128613,1024.0,0.0,1024.0,0.0
193.6957005,-66.7008273,1.3750987e-05,1.3178029e-05,1982.9291,-0.956606,-5.475703,7.424458,7.237077,3.927248,19.453,18.271,18.255,17.867,2.0,2.0,2.0,2.0,2.0,0.187294,0.091306,0.055225,0.216075,1024.0,1.0,1024.0,0.0
193.7031919,-61.1908778,1.4896903e-05,1.4323945e-05,1982.1772,9.404981,-13.09508,10.700683,15.517551,0.387233,14.394,12.974,12.712,12.302,2.0,2.0,2.0,2.0,2.0,0.088068,0.078054,0.093875,0.07145,1024.0,16.0,1040.0,16.0
193.7658059,-72.5428803,1.2032114e-05,1.3178029e-05,1984.7963,-3.321964,9.042006,6.355709,6.708342,1.621937,18.558,17.765,17.696,17.096,2.0,2.0,2.0,2.0,2.0,0.182468,0.1811,0.070615,0.061017,0.0,0.0,0.0,0.0
194.496044,-31.9213048,1.3178029e-05,1.2032114e-05,1986.0045,0.820445,-6.100592,9.490222,8.50279,1.123895,19.058,18.234,18.093,17.633,2.0,2.0,2.0,2.0,2.0,0.049942,0.070573,0.09636,0.105922,0.0,0.0,0.0,0.0
194.7337407,-17.8433043,1.1459156e-05,1.0886198e-05,1989.0952,60.99629,35.94499,12.765693,11.958936,7.181722,17.229,16.773,16.859,16.102,1.0,2.0,2.0,1.0,2.0,0.060612,0.07147,0.843199,0.132203,0.0,0.0,16384.0,0.0
194.9642233,-32.3870639,1.1459156e-05,1.2605071e-05,1987.4667,-4.664146,-22.142683,9.217139,15.69471,0.630165,16.177,14.95,15.064,14.676,2.0,2.0,2.0,2.0,2.0,0.10537,0.003501,0.110082,0.076317,16.0,16.0,16.0,16.0
196.8131363,-32.1329531,2.1772396e-05,2.0626481e-05,1984.9728,-7.344999,27.882792,16.231089,15.186496,2.778606,19.187,19.141,19.443,18.987,1.0,1.0,2.0,1.0,2.0,0.419614,0.113832,0.3238,0.398598,0.0,0.0,0.0,0.0
197.0714967,-67.1097541,1.7188734e-05,1.6615776e-05,1986.0134,-9.822619,6.492759,8.854,8.696417,7.300597,19.446,18.422,18.017,17.536,1.0,1.0,1.0,2.0,2.0,0.501486,0.282131,0.188612,0.135079,0.0,0.0,0.0,0.0
197.7511633,-82.5731648,1.031324e-05,1.031324e-05,1986.7229,3.3004,-7.645616,5.176895,5.132493,1.322536,18.31,17.403,17.429,16.944,2.0,2.0,2.0,2.0,2.0,0.045259,0.051521,0.121003,0.095346,1024.0,1024.0,1024.0,1024.0
198.5986424,-21.5011093,2.0053523e-05,1.6042818e-05,1991.1681,-11.327642,-7.701784,10.596236,13.734542,3.614578,9.184,8.707,8.503,8.055,2.0,2.0,2.0,2.0,2.0,0.071122,0.111682,0.027203,0.033709,16.0,16.0,16.0,16.0
200.4918021,-59.3086083,1.0886198e-05,1.0886198e-05,1982.3135,-1.538767,-2.394014,7.229234,7.073864,1.339321,18.919,17.958,17.974,17.429,2.0,2.0,2.0,2.0,2.0,0.156456,0.01683,0.083528,0.041958,1024.0,0.0,0.0,0.0
200.9460694,-36.888642,1.7761692e-05,1.6042818e-05,1986.9698,17.362635,11.980904,20.428587,19.108236,2.503831,19.791,18.833,19.131,19.09,2.0,2.0,2.0,2.0,1.0,0.154814,0.103399,0.09776,0.501462,1024.0,0.0,1024.0,0.0
204.5332481,-6.4530947,1.8334649e-05,1.8907607e-05,1986.8749,-1.263496,-1.922325,6.818774,6.343779,2.211662,17.771,16.861,18.017,17.563,2.0,2.0,2.0,2.0,2.0,0.090963,0.036432,0.107127,0.156211,16.0,0.0,0.0,0.0
205.3620368,-59.4431824,1.3750987e-05,1.3750987e-05,1978.809,-7.516612,10.027401,10.229404,8.802613,6.433438,16.375,-99.99999,14.284,13.292,2.0,2.0,0.0,2.0,2.0,0.034731,-999999900.0,0.230096,0.178385,1024.0,-1.0,0.0,0.0
205.9695428,-37.5704142,1.1459156e-05,1.1459156e-05,1983.1411,-5.049466,-13.854876,9.590208,9.022795,2.271942,18.208,16.315,17.103,16.183,1.0,1.0,2.0,1.0,1.0,0.242723,0.202379,0.25549,0.247104,16.0,16.0,16.0,0.0
206.6721219,-60.3693904,8.5943669e-06,8.5943669e-06,1983.1571,-8.179219,-2.044381,4.829737,4.771084,0.475649,17.416,16.366,16.404,16.011,2.0,2.0,2.0,2.0,2.0,0.055116,0.077151,0.065365,0.367445,1024.0,0.0,0.0,0.0
206.7099853,-60.4039277,9.7402825e-06,9.7402825e-06,1983.8982,4.656424,-6.848296,5.415323,5.268047,1.558698,17.333,15.995,16.044,15.685,2.0,2.0,2.0,2.0,1.0,0.073128,0.009096,0.026142,0.52808,0.0,0.0,0.0,0.0
208.4920737,-66.508954,9.1673247e-06,9.1673247e-06,1983.3365,-15.123336,-12.831885,5.610949,5.2507,1.944032,17.087,16.382,16.262,16.241,2.0,2.0,2.0,2.0,2.0,0.123737,0.148764,0.246785,0.227163,1024.0,1024.0,1024.0,1024.0
209.7203651,-65.3879862,1.546986e-05,1.6042818e-05,1984.7466,-7.779952,9.887567,7.817811,7.829094,14.590189,19.362,17.805,17.824,17.441,1.0,1.0,1.0,2.0,2.0,0.546176,0.552313,0.41755,0.340863,0.0,0.0,0.0,0.0
209.7267937,-65.3835847,1.1459156e-05,1.1459156e-05,1982.7156,-0.754825,5.794835,6.638869,6.493162,1.647203,18.702,17.699,17.969,17.679,1.0,2.0,2.0,2.0,1.0,0.233674,0.250621,0.245805,0.187935,1024.0,0.0,0.0,0.0
209.9790825,-23.7919195,1.3750987e-05,1.546986e-05,1987.37,22.056519,-21.652058,7.378304,11.104648,0.749771,15.54,14.472,14.082,13.719,2.0,2.0,2.0,2.0,2.0,0.047208,0.058261,0.079483,0.074204,16.0,16.0,16.0,16.0
211.3498605,-69.0708603,1.031324e-05,1.031324e-05,1986.1173,4.475115,10.784783,7.952736,8.280872,3.170161,18.749,17.163,17.18,16.895,1.0,1.0,2.0,2.0,1.0,0.521826,0.450049,0.423492,0.41839,0.0,0.0,0.0,0.0
